conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/012f9ad1-b95b-42f1-b2c7-3793cdbce443,skill/competence,sector-specific,explain features in accommodation venue,"explain accommodation venue features
explain accommodation features at venue
explain features in guest room
brief guests on room facilities
explain features in accommodation venue",,released,2016-09-15T10:55:47Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Clarify guests' accommodation facilities and demonstrate and show how to use them.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0132ac4f-ffac-4396-8b56-052fde0c9d73,knowledge,sector-specific,types of barley,"type of barley
a type of barley
barley types
types of barley
kinds of barley
strains of barley
varieties of barley
categories of barley",,released,2016-12-20T18:57:59Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","The different types of barley; their characteristics, and quality."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/013441c1-1f13-47e9-80c4-9a53e8e1bc05,knowledge,sector-specific,KDevelop,"KDevelop 4.7.0
KDevelop 4.6.0
KDevelop 4.0.0
KDevelop
KDevelop 5.0.0",,released,2022-07-05T14:33:44.716Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036,
http://data.europa.eu/esco/concept-scheme/member-skills","The computer program KDevelop is a suite of software development tools for writing programs, such as compiler, debugger, code editor, code highlights, packaged in a unified user interface. It is developed by the software community KDE."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0138fdc7-edbb-485c-9aa9-544f723eb62f,skill/competence,sector-specific,purchase vehicle parts,"oversee parts purchasing
carry out part purchasing
carry out parts purchases
carry out parts purchasing
carrying out parts purchasing
make parts purchasing
undertake parts purchasing
complete parts purchasing",,released,2020-06-30T08:41:54.136Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Order specific parts required for maintenance and repair of a wide variety of vehicles.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/013a64b9-5e74-4f7f-af5b-9ec76715238b,skill/competence,cross-sector,inspect offshore constructions,"inspect offshore constructions
evaluate offshore constructions
inspect offshore construction
inspeting offshore constructions
examine offshore constructions
check offshore constructions
assess offshore constructions",,released,2016-12-20T20:27:24Z,,,"http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Conduct regular inspections during and after the construction of offshore facilities such as oil platforms to ensure risk minimisation and compliance with regulations.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/01468114-b99c-4f48-9374-a520a7faa9c9,skill/competence,sector-specific,transport patient to medical facility,"transport patient to medical facility
assist in patient transportation
transfer patients to medical facilities
transport patients to medical facilities
transfer patient to medical facility
transport a patient to a medical facility",,released,2016-12-20T19:18:07Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Assist in lifting and carrying of the patient into the emergency vehicle for transport, and into the receiving medical facility on arrival."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0156865e-5010-4908-8e0f-ce3aebc2d136,skill/competence,occupation-specific,adjust envelope cutting settings,"tweak envelope cutting settings
adjusting envelope cutting settings
change envelope cutting settings
adjust envelope cutting setting
adapt envelope cutting settings
modify envelope cutting settings
adjust envelope cutting settings",,released,2016-12-20T21:23:12Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Make sure that the right window cutting and patching standard are used. Prepare this by gumming on the blank with a dry patch and on the window material during its conveyance. Adjust on the basis of window, gum, and patch position and level of evenness."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0157feec-52c2-4764-b83d-2d017ce8e49d,skill/competence,sector-specific,prepare oils,"arrange oils
assemble oil
prepare oil
prepare, select and mix oil
assemble oils
prepare oils
arrange oil",,released,2016-12-20T19:34:56Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Select the appropriate oils for the client, mix and blend them in order to create individualised compounds with specific needs and ratios for clients, keeping records of applied treatments and the blends used during the therapy."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/015b0162-6dd3-4d46-bbfd-325086155dd5,skill/competence,sector-specific,purchase supplies,"pay for  supplies
acquire  supplies
gain  supplies
purchase of supplies
supplies purchasing
buy  supplies
purchase supplies
purchasing supplies",,released,2016-12-20T20:53:59Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills",Purchase and replenish supplies; make sure that all required goods are available in stock.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/015cd017-b146-4c9d-ab10-5dfca451c30a,skill/competence,sector-specific,pursue excellence in the creation of food products,"look for excellence in the creation of food products
pursuing excellence in the creation of food products
aim for excellence in the creation of food products
pursue excellence in the creation of food products
seek excellence in the creation of food products
pursue excellence in the creation of a food product",,released,2016-12-20T19:01:50Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Try to develop food products in their most qualitative form possible.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0162b701-6bb4-400a-b557-7996053d7daf,skill/competence,sector-specific,maintain personal hygiene standards when cleaning,"maintain personal hygiene standards when cleaning
maintaining personal hygiene standards when cleaning
keep up personal hygiene standards when cleaning
maintain personal hygiene standard when cleaning
maintain personal hygiene when cleaning
sustain  personal hygiene standards when cleaning",,released,2016-12-20T20:10:22Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Make sure to keep yourself clean and tidy and wear protective equipment when performing cleaning activities, as required by the health and safety procedures of the task or the organisation."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0167ee96-f478-4383-afe6-aabf387da5b3,skill/competence,cross-sector,liaise with typists,"cooperate with typists
liaising with typists
liaise with typists
work together with typists
collaborate with typists
liaise with typist",,released,2016-12-20T18:10:01Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Give instructions to typists about the addressees, the appropriate format, the number of copies required, etc. for them to type the final documents."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/016cee6c-9e95-466c-bd51-d63327751aa2,skill/competence,sector-specific,assess railway operations,"appraise railway operations
assess railway operations
evaluate railway operations
conduct review of railway performance
conduct analysis of railway operations
analyse railway operations
conduct evaluation of railway performance
conduct study on railway operations and performance
review railway operations",,released,2016-12-20T20:57:43Z,,,"http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skills","Review and study existing railroad equipment, facilities, systems and processes in order to improve railway safety and efficiency, increase quality, and reduce costs."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/016e7bf4-fe86-4a1f-ace1-54e5b697293d,skill/competence,occupation-specific,practise extreme sports,"participate in extreme sports
practice  extreme sports
play extreme sports
practise extreme sport
practising extreme sports
engage in extreme sports",,released,2016-12-20T19:41:34Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Practise action sports considered to have a high level of inherent danger and involving speed, height, a high level of physical exertion, and highly specialized gear."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0171653e-c8e9-4c24-bb86-a4b6fe038f25,skill/competence,transversal,adopt ways to foster biodiversity and animal welfare,"implement environmental choices in your own eating habit
adopt a sustainable eating habit
promoting organic and biological food consumption
take animal welfare into account when buying food products
concretely support biodiversity and animal welfare
take sustainability issues into account in consumption choices","eat bio
aim for a vegan diet
think about biodiversity",released,2021-09-13T12:37:55.414Z,,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/skills","Engage in behaviours that help maintaining stable ecosystems and combatting mass extinction, for example by making conscious dietary choices that support organic food production and animal welfare. "
